fips,votes_dem,votes_gop,total_votes,per_dem,per_gop,diff,per_point_diff,state_abbr,county_name,trump_margin,foreign_pop,state_abbr_new,county_new,foreign_pop_09,name_matches,found_diff
1115,5550,31579,37937,0.1462951736,0.8324063579,26029,68.61%,AL,St. Clair County,35.0521156,1.4,AL,St. Clair,1.8,Good,0.2857142857
1119,4739,1581,6391,0.7415115005,0.2473791269,3158,49.41%,AL,Sumter County,-24.98417722,0,AL,Sumter,0.9,Good,0
1121,12108,20596,33218,0.3645011741,0.6200252875,8488,25.55%,AL,Talladega County,12.97700587,0.8,AL,Talladega,1.6,Good,1
1123,5271,12967,18504,0.2848573281,0.7007674016,7696,41.59%,AL,Tallapoosa County,21.09880469,0,AL,Tallapoosa,1.9,Good,0
1125,31746,47701,81708,0.3885298869,0.5837984041,15955,19.53%,AL,Tuscaloosa County,10.04128539,4,AL,Tuscaloosa,3.5,Good,0.125
1127,4486,24208,29243,0.1534042335,0.8278220429,19722,67.44%,AL,Walker County,34.36606956,1.3,AL,Walker,1.2,Good,0.07692307692
1129,2366,6031,8492,0.2786151672,0.7101978333,3665,43.16%,AL,Washington County,21.82327022,0,AL,Washington,0.9,Good,0
1131,4329,1737,6095,0.7102543068,0.2849876948,2592,42.53%,AL,Wilcox County,-21.36498516,0,AL,Wilcox,0.1,Good,0
1133,871,9225,10255,0.08493417845,0.8995611897,8354,81.46%,AL,Winston County,41.37282092,0,AL,Winston,1.1,Good,0
5001,1939,3825,6167,0.314415437,0.620236744,1886,30.58%,AR,Arkansas County,16.36016655,0,AR,Arkansas,2.2,Good,0
5003,2408,5338,8027,0.299987542,0.6650056061,2930,36.50%,AR,Ashley County,18.91298735,0,AR,Ashley,2.1,Good,0
5005,4163,14655,19572,0.2127018189,0.7487737584,10492,53.61%,AR,Baxter County,27.87756403,0,AR,Baxter,1.9,Good,0
5007,27894,60751,94262,0.2959198829,0.6444908871,32857,34.86%,AR,Benton County,18.53291218,11.3,AR,Benton,10.9,Good,0.03539823009
5009,2925,12225,15912,0.1838235294,0.7682880845,9300,58.45%,AR,Boone County,30.69306931,0,AR,Boone,1.3,Good,0
5011,1317,2163,3617,0.3641139066,0.5980094001,846,23.39%,AR,Bradley County,12.15517241,0,AR,Bradley,6.7,Good,0
5013,636,1554,2250,0.2826666667,0.6906666667,918,40.80%,AR,Calhoun County,20.95890411,0,AR,Calhoun,0,Good,0
5015,3334,6773,10656,0.3128753754,0.6356043544,3439,32.27%,AR,Carroll County,17.01296131,0,AR,Carroll,6.8,Good,0
5017,2350,1716,4149,0.5664015425,0.413593637,634,15.28%,AR,Chicot County,-7.796360059,0,AR,Chicot,3.3,Good,0
5019,3606,4398,8365,0.4310818888,0.525762104,792,9.47%,AR,Clark County,4.947526237,0,AR,Clark,2.6,Good,0
5021,1999,3779,5978,0.3343927735,0.6321512211,1780,29.78%,AR,Clay County,15.40325372,0,AR,Clay,0.9,Good,0
5023,2101,9454,11968,0.1755514706,0.7899398396,7353,61.44%,AR,Cleburne County,31.81739507,0,AR,Cleburne,2,Good,0
5025,723,2460,3299,0.2191573204,0.7456805092,1737,52.65%,AR,Cleveland County,27.28557964,0,AR,Cleveland,0.4,Good,0
5027,3140,5456,8837,0.355324205,0.6174040964,2316,26.21%,AR,Columbia County,13.47138204,0,AR,Columbia,2.9,Good,0
5029,2655,4844,7837,0.3387775935,0.6180936583,2189,27.93%,AR,Conway County,14.59527937,0,AR,Conway,1.9,Good,0
5031,10474,22798,34968,0.2995309998,0.6519675132,12324,35.24%,AR,Craighead County,18.52007694,3.4,AR,Craighead,3.7,Good,0.08823529412
5033,4476,16655,22155,0.2020311442,0.7517490408,12179,54.97%,AR,Crawford County,28.81785055,0,AR,Crawford,4.1,Good,0
5035,8368,6953,15798,0.5296873022,0.4401190024,1415,8.96%,AR,Crittenden County,-4.617844788,0,AR,Crittenden,1.7,Good,0
5037,1995,4577,6831,0.2920509442,0.67003367,2582,37.80%,AR,Cross County,19.643944,0,AR,Cross,0.7,Good,0
5039,1165,1507,2741,0.4250273623,0.5497993433,342,12.48%,AR,Dallas County,6.399700599,0,AR,Dallas,2.5,Good,0
5041,2227,1915,4226,0.5269758637,0.4531471841,312,7.38%,AR,Desha County,-3.766296475,0,AR,Desha,1.8,Good,0
5043,2364,3967,6552,0.3608058608,0.6054639805,1603,24.47%,AR,Drew County,12.65992734,0,AR,Drew,1.9,Good,0
5045,14525,29170,46364,0.3132818566,0.6291519282,14645,31.59%,AR,Faulkner County,16.75821032,3.3,AR,Faulkner,2.9,Good,0.1212121212
5047,1376,5034,6698,0.205434458,0.7515676321,3658,54.61%,AR,Franklin County,28.53354134,0,AR,Franklin,0.8,Good,0
5049,1067,3470,4744,0.224915683,0.731450253,2403,50.65%,AR,Fulton County,26.482257,0,AR,Fulton,1.1,Good,0
5051,12283,26053,40337,0.3045095074,0.6458834321,13770,34.14%,AR,Garland County,17.9596202,3.4,AR,Garland,3.6,Good,0.05882352941
5053,1407,5160,6855,0.2052516411,0.7527352298,3753,54.75%,AR,Grant County,28.57469164,0,AR,Grant,1.9,Good,0
5055,3056,10698,14422,0.2118984884,0.7417833865,7642,52.99%,AR,Greene County,27.78100916,0,AR,Greene,1.1,Good,0
5057,2371,4391,6984,0.3394902635,0.628722795,2020,28.92%,AR,Hempstead County,14.93640935,0,AR,Hempstead,5.7,Good,0
5059,3137,8153,11815,0.265509945,0.6900550148,5016,42.45%,AR,Hot Spring County,22.21434898,0,AR,Hot Spring,0.9,Good,0
5061,1350,3155,4634,0.2913249892,0.6808372896,1805,38.95%,AR,Howard County,20.03329634,0,AR,Howard,6.2,Good,0
5063,2878,9925,13443,0.214089117,0.7383024622,7047,52.42%,AR,Independence County,27.52089354,0,AR,Independence,3.6,Good,0
5065,1111,4042,5396,0.2058932543,0.7490733877,2931,54.32%,AR,Izard County,28.43974384,0,AR,Izard,2.3,Good,0
5067,1583,3262,5093,0.3108187709,0.6404869429,1679,32.97%,AR,Jackson County,17.32714138,0,AR,Jackson,0.8,Good,0
5069,15721,9231,25683,0.6121169645,0.3594206284,6490,25.27%,AR,Jefferson County,-13.00496954,1.5,AR,Jefferson,1.4,Good,0.06666666667
5071,2421,6072,8997,0.2690896966,0.6748916305,3651,40.58%,AR,Johnson County,21.49417167,0,AR,Johnson,6.3,Good,0
5073,1028,1750,2835,0.3626102293,0.6172839506,722,25.47%,AR,Lafayette County,12.9949604,0,AR,Lafayette,0.7,Good,0
5075,1263,4064,5629,0.2243737786,0.7219754841,2801,49.76%,AR,Lawrence County,26.29059508,0,AR,Lawrence,0.6,Good,0
5077,1735,1229,3004,0.577563249,0.4091211718,506,16.84%,AR,Lee County,-8.535762483,0,AR,Lee,0.8,Good,0
5079,1252,2455,3814,0.3282642895,0.6436811746,1203,31.54%,AR,Lincoln County,16.22605881,0,AR,Lincoln,1.5,Good,0
5081,1397,3604,5192,0.2690677966,0.6941448382,2207,42.51%,AR,Little River County,22.06558688,0,AR,Little River,1.4,Good,0
5083,1712,5737,7839,0.2183952035,0.7318535527,4025,51.35%,AR,Logan County,27.01704927,0,AR,Logan,1.2,Good,0
5085,5638,19902,26766,0.2106403646,0.7435552567,14264,53.29%,AR,Lonoke County,27.92482381,1.8,AR,Lonoke,2.1,Good,0.1666666667
5087,1587,4917,6782,0.2340017694,0.7250073725,3330,49.10%,AR,Madison County,25.599631,0,AR,Madison,2.3,Good,0
5089,1377,5077,6718,0.2049717178,0.7557308723,3700,55.08%,AR,Marion County,28.66439417,0,AR,Marion,2.4,Good,0
5091,4273,11293,16015,0.2668123634,0.7051514205,7020,43.83%,AR,Miller County,22.54914557,0,AR,Miller,0.9,Good,0
5093,5621,6988,12995,0.4325509811,0.5377452866,1367,10.52%,AR,Mississippi County,5.420731224,0,AR,Mississippi,1.8,Good,0
5095,1298,1400,2766,0.4692697035,0.5061460593,102,3.69%,AR,Monroe County,1.890289103,0,AR,Monroe,0.8,Good,0
5097,735,2573,3445,0.2133526851,0.7468795356,1838,53.35%,AR,Montgomery County,27.78113664,0,AR,Montgomery,1.7,Good,0
5099,1156,2001,3233,0.3575626353,0.6189297866,845,26.14%,AR,Nevada County,13.3829585,0,AR,Nevada,1,Good,0
5101,699,2875,3731,0.1873492361,0.7705708925,2176,58.32%,AR,Newton County,30.4420817,0,AR,Newton,0.8,Good,0
5103,4320,5347,9881,0.4372027123,0.5411395608,1027,10.39%,AR,Ouachita County,5.311885797,0,AR,Ouachita,1,Good,0
5105,1035,2979,4213,0.24566817,0.7070970805,1944,46.14%,AR,Perry County,24.21524664,0,AR,Perry,0.8,Good,0
5107,4292,2443,6894,0.622570351,0.3543661155,1849,26.82%,AR,Phillips County,-13.7268003,0,AR,Phillips,0.6,Good,0
5109,684,3150,3956,0.1729019211,0.7962588473,2466,62.34%,AR,Pike County,32.15962441,0,AR,Pike,3.7,Good,0
5111,1878,3149,5283,0.355479841,0.5960628431,1271,24.06%,AR,Poinsett County,12.64173463,0,AR,Poinsett,1.3,Good,0
5113,1210,6606,8121,0.148996429,0.8134466199,5396,66.45%,AR,Polk County,34.51893552,0,AR,Polk,2.8,Good,0
5115,4818,15694,21545,0.223624971,0.7284288698,10876,50.48%,AR,Pope County,26.51131045,0,AR,Pope,3.5,Good,0
5117,812,2503,3404,0.2385428907,0.7353113984,1691,49.68%,AR,Prairie County,25.50527903,0,AR,Prairie,0.3,Good,0
5119,89377,61182,157728,0.5666527186,0.3878956178,28195,17.88%,AR,Pulaski County,-9.363438918,5.6,AR,Pulaski,5.2,Good,0.07142857143
5121,1425,4508,6313,0.2257246951,0.7140820529,3083,48.84%,AR,Randolph County,25.98179673,0,AR,Randolph,0.6,Good,0
5125,13247,35852,51971,0.2548921514,0.6898462604,22605,43.50%,AR,Saline County,23.0198171,3.1,AR,Saline,2.2,Good,0.2903225806
5127,507,2378,3017,0.1680477295,0.7882001989,1871,62.02%,AR,Scott County,32.42634315,0,AR,Scott,4.8,Good,0
5129,601,2955,3698,0.1625202812,0.7990805841,2354,63.66%,AR,Searcy County,33.09898763,0,AR,Searcy,0.8,Good,0
5131,12184,28769,43557,0.2797254173,0.6604908511,16585,38.08%,AR,Sebastian County,20.24882182,10.5,AR,Sebastian,9.5,Good,0.09523809524
5133,1075,3281,4517,0.2379898163,0.7263670578,2206,48.84%,AR,Sevier County,25.32139578,0,AR,Sevier,16.9,Good,0
5135,1472,5405,7190,0.20472879,0.7517385257,3933,54.70%,AR,Sharp County,28.59531773,0,AR,Sharp,1.4,Good,0
5123,4031,3195,7412,0.5438478144,0.4310577442,836,11.28%,AR,St. Francis County,-5.784666482,0,AR,St. Francis,2.4,Good,0
5137,1189,4081,5527,0.2151257463,0.7383752488,2892,52.32%,AR,Stone County,27.43833017,0,AR,Stone,0.8,Good,0
5139,5667,10201,16338,0.3468600808,0.6243726282,4534,27.75%,AR,Union County,14.28661457,0,AR,Union,2.1,Good,0
5141,1547,5382,7111,0.2175502742,0.7568555759,3835,53.93%,AR,Van Buren County,27.67354597,0,AR,Van Buren,1.6,Good,0
5143,32296,40418,78153,0.4132406945,0.517165048,8122,10.39%,AR,Washington County,5.584894243,11.8,AR,Washington,11.6,Good,0.01694915254
5145,5157,21038,27451,0.1878620087,0.7663837383,15881,57.85%,AR,White County,30.31303684,2.4,AR,White,2.5,Good,0.04166666667
5147,1117,1344,2550,0.4380392157,0.5270588235,227,8.90%,AR,Woodruff County,4.611946363,0,AR,Woodruff,0.7,Good,0
5149,1472,4600,6389,0.2303959931,0.7199874785,3128,48.96%,AR,Yell County,25.75757576,0,AR,Yell,12.7,Good,0
4001,12196,5315,18659,0.6536255962,0.2848491345,6881,36.88%,AZ,Apache County,-19.64765005,0.8,AZ,Apache,1.7,Good,1.125
4003,15291,25036,43147,0.3543931212,0.5802489165,9745,22.59%,AZ,Cochise County,12.08247576,12.7,AZ,Cochise,11.6,Good,0.08661417323
4005,25308,16573,44929,0.5632887445,0.3688708852,8735,19.44%,AZ,Coconino County,-10.42835653,4.6,AZ,Coconino,5.3,Good,0.152173913
4007,6746,13672,21398,0.3152631087,0.6389382185,6926,32.37%,AZ,Gila County,16.96052503,0,AZ,Gila,3.4,Good,0
4009,3301,8025,11939,0.2764888182,0.6721668481,4724,39.57%,AZ,Graham County,20.85467067,0,AZ,Graham,5,Good,0
4011,1092,1892,3243,0.3367252544,0.5834104224,800,24.67%,AZ,Greenlee County,13.40482574,0,AZ,Greenlee,4.7,Good,0
4012,1318,3381,4931,0.2672885824,0.6856621375,2063,41.84%,AZ,La Paz County,21.95147904,0,AZ,La Paz,13.5,Good,0
4013,549040,590465,1201934,0.4567971286,0.4912624154,41425,3.45%,AZ,Maricopa County,1.817675219,14.7,AZ,Maricopa,14.9,Good,0.01360544218
4015,16485,54656,74189,0.2222027524,0.7367129898,38171,51.45%,AZ,Mohave County,26.82770835,6.4,AZ,Mohave,6.9,Good,0.078125
4017,15362,18165,35409,0.4338445028,0.5130051682,2803,7.92%,AZ,Navajo County,4.180212963,3.5,AZ,Navajo,2.6,Good,0.2571428571
4019,195649,147019,360762,0.5423215305,0.4075235197,48630,13.48%,AZ,Pima County,-7.095789511,13.2,AZ,Pima,12.8,Good,0.0303030303
4021,35737,53857,93805,0.3809711636,0.5741378391,18120,19.32%,AZ,Pinal County,10.1122843,10.2,AZ,Pinal,10.1,Good,0.009803921569
4023,10684,3650,14926,0.7157979365,0.2445397293,7034,47.13%,AZ,Santa Cruz County,-24.53606809,0,AZ,Santa Cruz,33.5,Good,0
4025,29705,58862,92780,0.320165984,0.6344255227,29157,31.43%,AZ,Yavapai County,16.4604198,5.5,AZ,Yavapai,6.8,Good,0.2363636364
4027,18336,20586,40759,0.4498638338,0.5050663657,2250,5.52%,AZ,Yuma County,2.890396177,26.1,AZ,Yuma,25.3,Good,0.030651341
6001,486351,91189,613195,0.7931424751,0.1487112582,395162,64.44%,CA,Alameda County,-34.21079059,32.1,CA,Alameda,30.8,Good,0.04049844237
6003,318,211,575,0.5530434783,0.3669565217,107,18.61%,CA,Alpine County,-10.11342155,0,CA,Alpine,3.8,Good,0
6005,5904,10239,17186,0.3435354358,0.5957756313,4335,25.22%,CA,Amador County,13.42687233,0,CA,Amador,5.7,Good,0
6007,38676,42193,87847,0.4402654615,0.4803009778,3517,4%,CA,Butte County,2.174504445,7.4,CA,Butte,7.5,Good,0.01351351351
6009,7738,13072,22334,0.3464672696,0.5852959613,5334,23.88%,CA,Calaveras County,12.81595387,0,CA,Calaveras,4.2,Good,0
6011,2659,3551,6594,0.4032453746,0.5385198665,892,13.53%,CA,Colusa County,7.181964573,0,CA,Colusa,23.3,Good,0
6013,286658,105819,415972,0.6891281144,0.2543897185,180839,43.47%,CA,Contra Costa County,-23.03816529,25.7,CA,Contra Costa,23.5,Good,0.08560311284
6015,3485,5134,9361,0.3722892853,0.5484456789,1649,17.62%,CA,Del Norte County,9.566074951,0,CA,Del Norte,6.5,Good,0
